chr	start	end	pct_AST	pct_nonAST	mean_AST	mean_nonAST	log2FC
chr11	111065729	111066568	0.013	0.006	0.025	0.01	0.797
chr11	111132536	111133461	0.006	0.002	0.013	0.006	0.493
chr11	111445510	111446430	0.006	0.006	0.013	0.012	0.062
chr11	111522532	111523193	0	0.002	0	0.004	-0.504
chr11	111523311	111524071	0.006	0.004	0.013	0.01	0.192
chr11	111535855	111536759	0.013	0.002	0.031	0.007	1.328
chr11	111652637	111653484	0.013	0.006	0.031	0.014	0.764
chr11	111684121	111685052	0.006	0.003	0.013	0.009	0.262
chr11	111801531	111802400	0	0.005	0	0.009	-0.948
chr11	111889849	111890769	0.019	0.005	0.031	0.013	0.849
chr11	112103202	112104054	0.013	0.004	0.025	0.013	0.641
chr11	112501555	112502466	0.006	0.01	0.013	0.02	-0.432
chr11	112620899	112621751	0	0.008	0	0.019	-1.516
chr11	112670410	112671389	0.013	0.002	0.025	0.007	1.091
chr11	112781697	112782589	0.006	0.004	0.013	0.008	0.335
chr11	112810955	112811842	0.013	0.004	0.019	0.01	0.513
chr11	112839720	112840628	0.013	0.004	0.031	0.008	1.174
chr11	112926717	112927541	0	0.003	0	0.007	-0.802
chr11	112982915	112983752	0.013	0.003	0.025	0.01	0.831
chr11	113164820	113165743	0	0.007	0	0.016	-1.368
chr11	113172148	113173052	0	0.005	0	0.01	-0.983
chr11	113188042	113188932	0	0.005	0	0.009	-0.948
chr11	113201437	113202269	0.006	0.004	0.006	0.01	-0.312
chr11	113221280	113222129	0.006	0.004	0.013	0.007	0.373
chr11	113271622	113272523	0	0.006	0	0.012	-1.143
chr11	113295949	113296806	0	0.005	0	0.01	-1.016
chr11	113297416	113298453	0.006	0.007	0.006	0.013	-0.499
chr11	113326161	113327094	0.006	0.007	0.013	0.013	-0.057
chr11	113565152	113565991	0.019	0.015	0.031	0.032	-0.022
chr11	113611691	113612735	0	0.008	0	0.019	-1.516
chr11	113618782	113619689	0	0.007	0	0.015	-1.342
chr11	113683764	113684635	0	0.007	0	0.014	-1.288
chr11	113703498	113704416	0.006	0.007	0.013	0.014	-0.085
chr11	113709880	113710875	0.006	0.005	0.013	0.008	0.298
chr11	113785227	113786067	0.006	0.006	0.013	0.013	0.002
chr11	113791624	113792386	0.013	0.005	0.019	0.008	0.652
chr11	113806217	113807001	0	0.004	0	0.008	-0.877
chr11	113811003	113811795	0	0.003	0	0.005	-0.596
chr11	113865358	113866201	0.006	0.008	0.006	0.016	-0.664
chr11	113890397	113891145	0	0.004	0	0.005	-0.551
chr11	113990263	113991093	0.006	0.006	0.038	0.011	1.206
chr11	114040307	114041233	0	0.005	0	0.009	-0.913
chr11	114051084	114052005	0.013	0.004	0.038	0.009	1.342
chr11	114068167	114069040	0	0.002	0	0.006	-0.64
chr11	114198177	114199014	0.019	0.004	0.05	0.009	1.644
chr11	114402741	114403597	0	0.008	0	0.016	-1.393
chr11	114433360	114434252	0.006	0.003	0.013	0.008	0.298
chr11	114448431	114449460	0	0.004	0	0.007	-0.723
chr11	114462637	114463488	0.013	0.004	0.038	0.008	1.415
chr11	114523226	114524090	0.013	0.007	0.025	0.015	0.499
chr11	114635981	114636878	0	0.004	0	0.012	-1.113
chr11	114662694	114663609	0.025	0.008	0.05	0.017	1.149
chr11	114674947	114675851	0.013	0.006	0.025	0.011	0.733
chr11	114703952	114704841	0	0.003	0	0.008	-0.877
chr11	114736693	114737592	0	0.005	0	0.01	-1.016
chr11	114744848	114745739	0	0.009	0	0.02	-1.562
chr11	114764898	114765738	0.025	0.006	0.044	0.011	1.352
chr11	114769792	114770693	0.019	0.002	0.063	0.003	2.459
chr11	114795018	114795609	0.006	0.007	0.013	0.013	-0.057
chr11	114795734	114796557	0	0.014	0	0.03	-2.008
chr11	114812379	114813263	0.006	0.007	0.013	0.014	-0.085
chr11	114822574	114823340	0	0.004	0	0.007	-0.723
chr11	114912481	114913379	0.006	0.004	0.013	0.008	0.298
chr11	114923779	114924679	0	0.007	0	0.013	-1.203
chr11	115080619	115081515	0.006	0.008	0.013	0.018	-0.317
chr11	115083158	115084000	0.006	0.005	0.013	0.01	0.192
chr11	115153488	115154375	0.019	0.004	0.038	0.008	1.378
chr11	115160698	115161535	0	0.004	0	0.009	-0.948
chr11	115162774	115163686	0.013	0.007	0.038	0.013	1.024
chr11	115179026	115179870	0	0.004	0	0.008	-0.877
chr11	115186990	115187900	0.006	0.014	0.025	0.027	-0.09
chr11	115202008	115202906	0.006	0.004	0.013	0.007	0.373
chr11	115209150	115210009	0.006	0.004	0.006	0.01	-0.312
chr11	115233425	115234298	0.019	0.006	0.038	0.012	1.143
chr11	115276643	115277596	0.031	0.02	0.063	0.045	0.416
chr11	115282303	115283225	0	0.01	0	0.023	-1.713
chr11	115287155	115288000	0.006	0.003	0.006	0.007	-0.098
chr11	115296983	115297905	0	0.006	0	0.015	-1.315
chr11	115322026	115322928	0	0.008	0	0.017	-1.419
chr11	115353850	115354759	0	0.006	0	0.012	-1.113
chr11	115359362	115360257	0	0.005	0	0.01	-0.983
chr11	115367198	115368045	0	0.006	0	0.012	-1.113
chr11	115373780	115374660	0.006	0.004	0.013	0.008	0.335
chr11	115381576	115382489	0	0.009	0	0.017	-1.444
chr11	115403275	115404204	0	0.008	0	0.022	-1.671
chr11	115419621	115420541	0.013	0.008	0.019	0.016	0.136
chr11	115427599	115428488	0	0.008	0	0.016	-1.368
chr11	115435607	115436530	0.025	0.003	0.057	0.007	2.012
chr11	115473646	115474474	0.006	0.007	0.013	0.014	-0.113
chr11	115475190	115476090	0.006	0.014	0.013	0.03	-0.833
chr11	115483458	115484327	0.006	0.005	0.013	0.007	0.373
chr11	115491296	115492177	0.006	0.008	0.013	0.02	-0.387
chr11	115514007	115514870	0.025	0.016	0.057	0.033	0.647
chr11	115535914	115536798	0.013	0.016	0.025	0.035	-0.352
chr11	115563911	115564809	0.006	0.007	0.013	0.013	-0.057
chr11	115603380	115604289	0	0.007	0	0.013	-1.232
chr11	115612323	115613223	0.006	0.013	0.013	0.025	-0.637
chr11	115627737	115628647	0.006	0.018	0.013	0.04	-1.16
chr11	115647257	115648115	0.006	0.004	0.013	0.008	0.335
chr11	115698995	115699907	0	0.002	0	0.005	-0.596
chr11	115708205	115709084	0.013	0.007	0.019	0.016	0.162
chr11	115722406	115723279	0.013	0.006	0.025	0.01	0.797
chr11	115764897	115765867	0.013	0.016	0.025	0.037	-0.425
chr11	115778911	115779830	0	0.01	0	0.02	-1.607
chr11	115813379	115814293	0	0.016	0	0.033	-2.089
chr11	115814671	115815527	0	0.005	0	0.011	-1.081
chr11	115859328	115860298	0.038	0.015	0.113	0.032	1.566
chr11	115880822	115881721	0.006	0.002	0.013	0.005	0.624
chr11	115898755	115899638	0.025	0.008	0.063	0.017	1.422
chr11	115933165	115934070	0	0.008	0	0.016	-1.368
chr11	115939512	115940437	0	0.005	0	0.011	-1.049
chr11	115956235	115957105	0.013	0.003	0.025	0.006	1.174
chr11	115999341	116000274	0	0.007	0	0.013	-1.203
chr11	116004630	116005621	0.006	0.012	0.025	0.021	0.164
chr11	116012189	116013093	0.006	0.007	0.013	0.014	-0.113
chr11	116024205	116025060	0.013	0.01	0.025	0.021	0.185
chr11	116029861	116030723	0.013	0.014	0.025	0.031	-0.211
chr11	116086580	116087422	0.038	0.02	0.088	0.041	0.946
chr11	116101662	116102579	0	0.009	0	0.024	-1.753
chr11	116130219	116131066	0.013	0.01	0.019	0.019	-0.01
chr11	116138455	116139340	0.031	0.026	0.063	0.057	0.128
chr11	116167751	116168663	0.013	0.011	0.025	0.023	0.081
chr11	116198577	116199488	0.006	0.012	0.013	0.028	-0.747
chr11	116273702	116274629	0.019	0.011	0.05	0.027	0.706
chr11	116306275	116307168	0.006	0.008	0.006	0.016	-0.664
chr11	116318774	116319662	0.019	0.012	0.031	0.027	0.165
chr11	116329998	116330645	0.006	0.003	0.006	0.005	0.153
chr11	116335138	116336025	0.019	0.01	0.038	0.02	0.671
chr11	116367854	116368765	0.006	0.007	0.031	0.014	0.764
chr11	116412743	116413682	0.025	0.008	0.05	0.018	1.124
chr11	116433580	116434511	0.025	0.012	0.075	0.026	1.265
chr11	116445635	116446545	0.019	0.007	0.038	0.013	1.024
chr11	116463568	116464418	0.025	0.017	0.094	0.037	1.145
chr11	116481449	116482351	0	0.005	0	0.009	-0.948
chr11	116490058	116490953	0	0.007	0	0.013	-1.173
chr11	116493553	116494431	0.013	0.006	0.025	0.011	0.765
chr11	116523573	116524485	0	0.003	0	0.006	-0.682
chr11	116554190	116555159	0.019	0.006	0.038	0.016	0.887
chr11	116557282	116558196	0	0.003	0	0.005	-0.596
chr11	116581005	116581858	0	0.009	0	0.017	-1.444
chr11	116586600	116587511	0.006	0.008	0.013	0.016	-0.219
chr11	116592193	116593114	0.013	0.016	0.038	0.036	0.06
chr11	116620802	116621767	0.006	0.005	0.013	0.011	0.094
chr11	116628561	116629449	0.013	0.01	0.025	0.021	0.185
chr11	116643126	116643940	0.013	0.011	0.019	0.022	-0.163
chr11	116644129	116644808	0	0.006	0	0.009	-0.948
chr11	116657624	116658491	0.006	0.009	0.013	0.017	-0.269
chr11	116661392	116662173	0	0.007	0	0.013	-1.203
chr11	116670985	116671896	0.013	0.015	0.019	0.032	-0.528
chr11	116810928	116811850	0.006	0.006	0.013	0.01	0.159
chr11	116827327	116828364	0	0.006	0	0.012	-1.113
chr11	116843060	116843979	0.006	0.01	0.013	0.02	-0.41
chr11	116853089	116853999	0.025	0.026	0.057	0.056	0.018
chr11	116884990	116885905	0.031	0.007	0.063	0.015	1.524
chr11	116918380	116919251	0	0.007	0	0.015	-1.315
chr11	117018124	117019034	0.006	0.008	0.013	0.017	-0.269
chr11	117056671	117057576	0	0.01	0	0.019	-1.539
chr11	117076358	117077256	0.006	0.004	0.013	0.008	0.335
chr11	117081427	117082307	0	0.003	0	0.006	-0.682
chr11	117106714	117107578	0	0.003	0	0.007	-0.723
chr11	117114640	117115546	0.019	0.011	0.038	0.022	0.584
chr11	117238019	117238867	0.006	0.007	0.013	0.015	-0.167
chr11	117284676	117285460	0	0.004	0	0.008	-0.84
chr11	117296470	117297374	0.013	0.002	0.044	0.004	1.929
chr11	117331987	117332972	0.006	0.003	0.013	0.007	0.452
chr11	117357796	117358628	0.006	0.003	0.013	0.007	0.373
chr11	117384447	117385480	0	0.002	0	0.004	-0.456
chr11	117482480	117483412	0	0.003	0	0.005	-0.596
chr11	117497667	117498487	0.013	0.004	0.019	0.009	0.616
chr11	117523005	117523889	0.006	0.006	0.013	0.012	0.062
chr11	117628122	117628790	0	0.003	0	0.006	-0.64
chr11	117654133	117655043	0.013	0.021	0.019	0.046	-0.957
chr11	117779482	117780372	0.006	0.006	0.006	0.012	-0.439
chr11	117786047	117786939	0	0.006	0	0.011	-1.049
chr11	117790014	117790886	0	0.004	0	0.008	-0.84
chr11	117809199	117810035	0.013	0.005	0.019	0.008	0.652
chr11	117810208	117811029	0	0.006	0	0.011	-1.049
chr11	117824323	117825089	0.006	0.004	0.006	0.007	-0.098
chr11	117848725	117849644	0.031	0.02	0.113	0.039	1.342
chr11	117870286	117871289	0.006	0.013	0.013	0.03	-0.833
chr11	117873026	117873907	0.013	0.011	0.025	0.023	0.081
chr11	117912449	117913340	0.019	0.004	0.038	0.007	1.492
chr11	117939618	117940518	0.006	0.008	0.025	0.015	0.472
chr11	117963093	117963994	0.013	0.012	0.025	0.026	-0.017
chr11	117969014	117969659	0	0.01	0	0.019	-1.539
chr11	117969772	117970367	0.006	0.006	0.013	0.012	0.062
chr11	117986279	117987243	0.006	0.013	0.006	0.028	-1.218
chr11	118021522	118022406	0.019	0.011	0.038	0.024	0.482
chr11	118043053	118043931	0.025	0.01	0.044	0.018	0.941
chr11	118083514	118084389	0.019	0.007	0.038	0.012	1.112
chr11	118088595	118089493	0	0.004	0	0.014	-1.288
chr11	118102617	118103375	0.006	0.01	0.013	0.018	-0.293
chr11	118103813	118104625	0.019	0.018	0.038	0.036	0.045
chr11	118202169	118202903	0.006	0.002	0.013	0.005	0.624
chr11	118211540	118212442	0.006	0.004	0.019	0.008	0.652
chr11	118220481	118221381	0	0.002	0	0.004	-0.504
chr11	118248250	118249155	0.025	0.021	0.063	0.043	0.453
chr11	118289853	118290760	0.019	0.024	0.063	0.053	0.21
chr11	118316790	118317787	0	0.005	0	0.01	-0.983
chr11	118327240	118328152	0.006	0.007	0.006	0.015	-0.611
chr11	118354974	118355853	0.006	0.014	0.013	0.032	-0.882
chr11	118379444	118380334	0.006	0.006	0.013	0.014	-0.085
chr11	118401538	118402439	0	0.01	0	0.017	-1.444
chr11	118418689	118419585	0.025	0.02	0.038	0.044	-0.17
chr11	118436158	118437046	0.025	0.008	0.063	0.016	1.472
chr11	118445615	118446512	0.013	0.007	0.025	0.014	0.526
chr11	118476440	118477318	0.025	0.022	0.05	0.046	0.118
chr11	118490505	118491350	0.013	0.008	0.038	0.017	0.836
chr11	118507677	118508512	0.006	0.009	0.019	0.019	-0.01
chr11	118511611	118512506	0.019	0.003	0.038	0.006	1.615
chr11	118534407	118535248	0.006	0.007	0.013	0.012	0.032
chr11	118659056	118659948	0	0.005	0	0.011	-1.049
chr11	118738562	118739369	0	0.006	0	0.012	-1.113
chr11	118956878	118957803	0	0.007	0	0.013	-1.203
chr11	118975269	118976088	0	0.004	0	0.007	-0.763
chr11	118998361	118999243	0.006	0.005	0.013	0.009	0.262
chr11	119022454	119023412	0	0.009	0	0.019	-1.516
chr11	119033961	119034836	0	0.003	0	0.008	-0.877
chr11	119040604	119041507	0.025	0.025	0.05	0.058	-0.166
chr11	119085202	119085902	0.006	0.006	0.013	0.013	-0.028
chr11	119086028	119086812	0.006	0.013	0.013	0.023	-0.538
chr11	119090758	119091387	0	0.006	0	0.009	-0.948
chr11	119091499	119092046	0.013	0.004	0.025	0.007	1.012
chr11	119126257	119127084	0.019	0.003	0.031	0.008	1.211
chr11	119187186	119188030	0.006	0.007	0.006	0.014	-0.584
chr11	119190228	119191114	0	0.006	0	0.013	-1.203
chr11	119206338	119207231	0	0.005	0	0.011	-1.081
chr11	119215269	119216060	0.013	0.002	0.031	0.004	1.595
chr11	119219474	119220340	0	0.003	0	0.009	-0.948
chr11	119228294	119228922	0	0.006	0	0.009	-0.948
chr11	119248688	119249608	0.006	0.004	0.013	0.008	0.298
chr11	119253017	119253892	0.025	0.004	0.063	0.007	2.064
chr11	119258362	119259218	0.013	0.003	0.025	0.007	1.091
chr11	119267489	119268382	0.031	0.012	0.057	0.023	1.023
chr11	119299725	119300647	0.013	0.016	0.025	0.037	-0.425
chr11	119305055	119305967	0	0.006	0	0.011	-1.081
chr11	119339441	119340361	0.019	0.016	0.038	0.029	0.281
chr11	119355142	119356031	0.006	0.017	0.025	0.03	-0.194
chr11	119363353	119364211	0.006	0.006	0.013	0.012	0.062
chr11	119389738	119390588	0.044	0.01	0.082	0.023	1.485
chr11	119392845	119393751	0.006	0.003	0.013	0.007	0.452
chr11	119404477	119405330	0	0.006	0	0.013	-1.203
chr11	119428619	119429380	0.013	0.005	0.025	0.01	0.831
chr11	119490831	119491711	0.025	0.009	0.044	0.02	0.827
chr11	119503325	119504328	0.025	0.006	0.063	0.014	1.578
chr11	119524169	119525068	0.013	0.004	0.025	0.007	1.012
chr11	119528690	119529638	0	0.005	0	0.01	-1.016
chr11	119572474	119573475	0	0.006	0	0.015	-1.342
chr11	119637273	119638138	0.006	0.003	0.013	0.007	0.412
chr11	119904667	119905543	0.013	0.013	0.025	0.03	-0.194
chr11	119909274	119910171	0.019	0.007	0.044	0.013	1.231
chr11	119919558	119920429	0.013	0.008	0.025	0.018	0.346
chr11	119931760	119932584	0	0.003	0	0.006	-0.682
chr11	119942452	119943332	0.013	0.042	0.019	0.092	-1.815
chr11	119991049	119991971	0.006	0.009	0.013	0.021	-0.454
chr11	120001650	120002506	0.006	0.002	0.013	0.004	0.719
chr11	120012843	120013743	0	0.005	0	0.012	-1.143
chr11	120051086	120051969	0	0.004	0	0.007	-0.723
chr11	120086471	120087375	0.013	0.026	0.025	0.06	-0.983
chr11	120098371	120099290	0.019	0.022	0.038	0.044	-0.182
chr11	120120400	120121241	0.031	0.006	0.057	0.011	1.654
chr11	120150935	120151840	0.006	0.013	0.013	0.028	-0.765
chr11	120169057	120169976	0.019	0.007	0.05	0.015	1.278
chr11	120189592	120190482	0.013	0.009	0.025	0.02	0.252
chr11	120232305	120233202	0.006	0.004	0.013	0.007	0.373
chr11	120254839	120255753	0	0.002	0	0.003	-0.406
chr11	120261251	120262025	0.006	0.002	0.013	0.005	0.624
chr11	120304766	120305632	0.038	0.012	0.075	0.028	1.156
chr11	120310540	120311468	0	0.006	0	0.012	-1.113
chr11	120315738	120316653	0.006	0.013	0.006	0.028	-1.236
chr11	120357701	120358575	0	0.002	0	0.004	-0.504
chr11	120369334	120370306	0.006	0.002	0.025	0.006	1.174
chr11	120378402	120379245	0.013	0.011	0.025	0.022	0.122
chr11	120423328	120424195	0.013	0.005	0.025	0.009	0.901
chr11	120437225	120438117	0.006	0.009	0.013	0.017	-0.244
chr11	120457627	120458521	0.006	0.005	0.013	0.01	0.192
chr11	120467073	120467979	0.006	0.014	0.013	0.027	-0.729
chr11	120484076	120485020	0	0.005	0	0.01	-1.016
chr11	120489044	120489898	0	0.004	0	0.008	-0.877
chr11	120491301	120492192	0.013	0.016	0.031	0.037	-0.187
chr11	120515437	120516293	0.025	0.009	0.063	0.017	1.422
chr11	120554934	120555861	0.006	0.002	0.013	0.005	0.579
chr11	120572660	120573581	0.025	0.027	0.044	0.062	-0.411
chr11	120598045	120598955	0.019	0.005	0.05	0.01	1.576
chr11	120617494	120618378	0.013	0.004	0.013	0.009	0.262
chr11	120633053	120634061	0.031	0.009	0.063	0.019	1.327
chr11	120643394	120644295	0.013	0.01	0.025	0.021	0.164
chr11	120672757	120673651	0.006	0.014	0.013	0.027	-0.711
chr11	120713385	120714259	0.019	0.018	0.038	0.036	0.045
chr11	120720347	120720975	0	0.005	0	0.009	-0.913
chr11	120721094	120721831	0.006	0.008	0.013	0.015	-0.167
chr11	120726880	120727791	0.019	0.009	0.05	0.018	1.124
chr11	120748879	120749783	0	0.002	0	0.004	-0.456
chr11	120775795	120776708	0.025	0.018	0.05	0.04	0.271
chr11	120783814	120784641	0.013	0.006	0.025	0.011	0.765
chr11	120799852	120800788	0.013	0.013	0.025	0.027	-0.09
chr11	120824019	120824935	0.031	0.032	0.063	0.071	-0.146
chr11	120872914	120873826	0.031	0.007	0.088	0.018	1.825
chr11	120905173	120906081	0.013	0.01	0.05	0.02	1.031
chr11	120932506	120933379	0.013	0.007	0.025	0.016	0.446
chr11	120950567	120951455	0.013	0.003	0.025	0.009	0.901
chr11	121040910	121041781	0.006	0.007	0.013	0.013	0.002
chr11	121053307	121054196	0.013	0.01	0.025	0.021	0.185
chr11	121056462	121057381	0.025	0.001	0.05	0.003	2.238
chr11	121176000	121176914	0.025	0.015	0.05	0.036	0.383
chr11	121204030	121204991	0.013	0.013	0.025	0.03	-0.177
chr11	121228823	121229702	0.006	0.007	0.013	0.016	-0.219
chr11	121236543	121237530	0.044	0.03	0.138	0.066	0.974
chr11	121259433	121260264	0.013	0.009	0.038	0.02	0.648
chr11	121354031	121354895	0.013	0.01	0.019	0.018	0.037
chr11	121361974	121362960	0.038	0.003	0.101	0.007	2.704
chr11	121369341	121370222	0.006	0.007	0.013	0.014	-0.113
chr11	121387941	121388806	0.013	0.013	0.025	0.029	-0.143
chr11	121420930	121421845	0.031	0.025	0.088	0.06	0.487
chr11	121434322	121435317	0.019	0.008	0.05	0.02	0.986
chr11	121451331	121452212	0.013	0.006	0.025	0.011	0.765
chr11	121475383	121476261	0.025	0.013	0.063	0.029	0.909
chr11	121649828	121650611	0	0.005	0	0.009	-0.913
chr11	121652360	121653194	0.006	0.004	0.025	0.007	1.091
chr11	121672833	121673723	0.063	0.04	0.151	0.081	0.817
chr11	121683061	121684056	0.006	0.006	0.006	0.011	-0.345
chr11	121701962	121702844	0.031	0.017	0.063	0.037	0.627
chr11	121770355	121771235	0.019	0.002	0.038	0.005	1.659
chr11	121808148	121808939	0.006	0.007	0.013	0.013	0.002
chr11	121847627	121848511	0.031	0.012	0.075	0.025	1.284
chr12	3098023	3098811	0.013	0.001	0.019	0.003	1.175
chr12	3234939	3235822	0.006	0.011	0.013	0.022	-0.517
chr12	3309697	3310598	0.013	0.027	0.019	0.057	-1.219
chr12	3390597	3391448	0.013	0.006	0.038	0.013	1.052
chr12	3426407	3427262	0.019	0.014	0.031	0.029	0.077
chr12	3560410	3561290	0.006	0.005	0.006	0.012	-0.409
chr12	3571922	3572945	0.006	0.008	0.013	0.013	-0.057
chr12	3678192	3679093	0	0.004	0	0.008	-0.877
chr12	3695587	3696446	0	0.007	0	0.012	-1.113
chr12	3780143	3781021	0.006	0.01	0.025	0.022	0.122
chr12	3781357	3782185	0	0.007	0	0.013	-1.173
chr12	3791535	3792417	0.006	0.011	0.013	0.021	-0.475
chr12	3855828	3856680	0	0.003	0	0.006	-0.64
chr12	3928596	3929470	0	0.004	0	0.008	-0.877
chr12	3959677	3960607	0.013	0.007	0.044	0.014	1.146
chr12	3981080	3981954	0	0.007	0	0.014	-1.26
chr12	4038426	4039265	0.006	0.01	0.006	0.023	-1.009
chr12	4079956	4080866	0.006	0.007	0.013	0.016	-0.193
chr12	4082344	4083222	0.013	0.017	0.025	0.035	-0.367
chr12	4107223	4108108	0.013	0.005	0.025	0.012	0.701
chr12	4115896	4116687	0.006	0.004	0.013	0.009	0.262
chr12	4188072	4188841	0	0.002	0	0.004	-0.456
chr12	4194096	4195012	0.013	0.002	0.025	0.008	0.974
chr12	4208537	4209403	0.013	0.007	0.025	0.014	0.554
chr12	4233666	4234608	0.019	0.017	0.031	0.041	-0.31
chr12	4476853	4477758	0.006	0.005	0.013	0.009	0.262
chr12	4523043	4523909	0.013	0.007	0.019	0.014	0.27
chr12	4548373	4549293	0.013	0.006	0.025	0.011	0.733
chr12	4665132	4666005	0	0.005	0	0.011	-1.081
chr12	4679797	4680633	0	0.004	0	0.007	-0.763
chr12	4768574	4769551	0.025	0.024	0.05	0.053	-0.063
chr12	4793464	4794389	0.044	0.007	0.069	0.014	1.698
chr12	4816996	4817892	0.013	0.017	0.019	0.039	-0.751
chr12	4843124	4843816	0.006	0.007	0.013	0.012	0.032
chr12	4907140	4908023	0.006	0.013	0.013	0.026	-0.693
chr12	4916805	4917715	0.013	0.018	0.025	0.037	-0.41
chr12	4953072	4953856	0	0.005	0	0.007	-0.802
chr12	5119448	5120364	0.019	0.009	0.038	0.018	0.787
chr12	5135948	5136965	0.006	0.014	0.013	0.033	-0.93
chr12	5142612	5143549	0.013	0.007	0.025	0.015	0.472
chr12	5165918	5166887	0.006	0.007	0.013	0.017	-0.269
chr12	5191732	5192546	0	0.006	0	0.013	-1.203
chr12	5208301	5209229	0.006	0.005	0.013	0.01	0.192
chr12	5213447	5214248	0.006	0.007	0.013	0.013	-0.028
chr12	5219775	5220657	0	0.006	0	0.01	-1.016
chr12	5236684	5237597	0	0.003	0	0.008	-0.877
chr12	5253187	5254052	0.006	0.005	0.013	0.011	0.126
chr12	5267914	5268662	0.013	0.005	0.025	0.01	0.831
chr12	5296093	5297014	0.019	0.005	0.044	0.01	1.417
chr12	5319258	5320212	0	0.004	0	0.009	-0.913
chr12	5337113	5338019	0.013	0.005	0.025	0.01	0.797
chr12	5339722	5340596	0.013	0.005	0.025	0.01	0.831
chr12	5375327	5376257	0.019	0.009	0.038	0.016	0.862
chr12	5410158	5411075	0.019	0.015	0.038	0.03	0.264
chr12	5425431	5426241	0.013	0.003	0.019	0.006	0.847
chr12	5428623	5429391	0.013	0.004	0.025	0.007	1.051
chr12	5443344	5444156	0.019	0.009	0.038	0.016	0.887
chr12	5465507	5466448	0.006	0.004	0.025	0.008	0.974
chr12	6022148	6023026	0	0.003	0	0.005	-0.596
chr12	6042237	6042917	0.013	0.003	0.019	0.006	0.89
chr12	6189018	6189923	0.019	0.004	0.044	0.008	1.593
chr12	6330730	6331566	0.006	0.003	0.013	0.006	0.535
chr12	6367293	6368167	0.019	0.004	0.038	0.008	1.378
chr12	6374389	6375223	0.006	0.005	0.013	0.007	0.373
chr12	7216993	7217940	0	0.004	0	0.009	-0.913
chr12	7506874	7507783	0	0.003	0	0.007	-0.802
chr12	7525893	7526772	0	0.006	0	0.011	-1.081
chr12	7543299	7544144	0.025	0.011	0.069	0.021	1.335
chr12	7661842	7662704	0.006	0.01	0.013	0.022	-0.496
chr12	7749417	7750366	0.013	0.008	0.038	0.02	0.648
chr12	7777423	7778323	0.031	0.022	0.075	0.045	0.646
chr12	7916146	7917080	0	0.002	0	0.007	-0.723
chr12	7930274	7931212	0	0.004	0	0.008	-0.84
chr12	7978177	7979061	0.025	0.032	0.044	0.063	-0.439
chr12	7990591	7991474	0.013	0.014	0.019	0.027	-0.375
chr12	8046031	8046850	0	0.005	0	0.013	-1.203
chr12	8059394	8060317	0.006	0.013	0.006	0.028	-1.218
